adverse_event	select_target_uniprot	select_target_symbol
cardiac_failure	P00374	DHFR
cardiac_failure	P03956	MMP1
cardiac_failure	P06213	INSR
cardiac_failure	P07477	PRSS1
cardiac_failure	P07550	ADRB2
cardiac_failure	P15121	AKR1B1
cardiac_failure	P25100	ADRA1D
cardiac_failure	P27487	DPP4
cardiac_failure	P42338	PIK3CB
cardiac_failure	P43004	SLC1A2
cardiac_failure	P55210	CASP7
cardiac_failure	P62942	FKBP1A
cardiac_failure	Q13002	GRIK2
cardiac_failure	Q9BY41	HDAC8
cardiac_failure	Q9UM73	ALK
cardiac_failure	Q9Y2D0	CA5B
cardiomyopathy	O00519	FAAH
cardiomyopathy	O94925	GLS
cardiomyopathy	P04150	NR3C1
cardiomyopathy	P06401	PGR
cardiomyopathy	P15056	BRAF
cardiomyopathy	P22303	ACHE
cardiomyopathy	P23280	CA6
cardiomyopathy	P29275	ADORA2B
cardiomyopathy	P35346	SSTR5
cardiomyopathy	P40238	MPL
cardiomyopathy	P43116	PTGER2
cardiomyopathy	Q12908	SLC10A2
cardiomyopathy	Q13002	GRIK2
cardiomyopathy	Q16769	QPCT
cardiomyopathy	Q6V1X1	DPP8
cardiomyopathy	Q86TI2	DPP9
cardiomyopathy	Q969S8	HDAC10
deafness	P03952	KLKB1
deafness	P43116	PTGER2
deafness	P43235	CTSK
deafness	Q6V1X1	DPP8
deafness	Q86TI2	DPP9
tinnitus	O14939	PLD2
tinnitus	P08908	HTR1A
tinnitus	P23458	JAK1
tinnitus	P35354	PTGS2
tinnitus	P36888	FLT3
tinnitus	P43116	PTGER2
tinnitus	P46098	HTR3A
tinnitus	Q6V1X1	DPP8
tinnitus	Q9BUB5	MKNK1
vertigo	O00519	FAAH
vertigo	P00519	ABL1
vertigo	P00797	REN
vertigo	P03952	KLKB1
vertigo	P03956	MMP1
vertigo	P10721	KIT
vertigo	P10826	RARB
vertigo	P11597	CETP
vertigo	P13612	ITGA4
vertigo	P14920	DAO
vertigo	P25105	PTAFR
vertigo	P30291	WEE1
vertigo	P34913	EPHX2
vertigo	P35346	SSTR5
vertigo	P42785	PRCP
vertigo	P43116	PTGER2
vertigo	P49146	NPY2R
vertigo	P49286	MTNR1B
vertigo	P49682	CXCR3
vertigo	P78536	ADAM17
vertigo	Q6V1X1	DPP8
vertigo	Q8NER1	TRPV1
vertigo	Q8TDS4	HCAR2
vertigo	Q9H228	S1PR5
diabetes_mellitus	O14920	IKBKB
diabetes_mellitus	O15379	HDAC3
diabetes_mellitus	P03956	MMP1
diabetes_mellitus	P04035	HMGCR
diabetes_mellitus	P08912	CHRM5
diabetes_mellitus	P09619	PDGFRB
diabetes_mellitus	P10826	RARB
diabetes_mellitus	P10828	THRB
diabetes_mellitus	P11309	PIM1
diabetes_mellitus	P11473	VDR
diabetes_mellitus	P12821	ACE
diabetes_mellitus	P13612	ITGA4
diabetes_mellitus	P14867	GABRA1
diabetes_mellitus	P15056	BRAF
diabetes_mellitus	P15121	AKR1B1
diabetes_mellitus	P17612	PRKACA
diabetes_mellitus	P20309	CHRM3
diabetes_mellitus	P21728	DRD1
diabetes_mellitus	P22460	KCNA5
diabetes_mellitus	P23280	CA6
diabetes_mellitus	P27338	MAOB
diabetes_mellitus	P30291	WEE1
diabetes_mellitus	P34913	EPHX2
diabetes_mellitus	P35348	ADRA1A
diabetes_mellitus	P35367	HRH1
diabetes_mellitus	P39748	FEN1
diabetes_mellitus	P43235	CTSK
diabetes_mellitus	P53667	LIMK1
diabetes_mellitus	P53779	MAPK10
diabetes_mellitus	P61073	CXCR4
diabetes_mellitus	P78536	ADAM17
diabetes_mellitus	P80365	HSD11B2
diabetes_mellitus	Q05655	PRKCD
diabetes_mellitus	Q8TCT1	PHOSPHO1
diabetes_mellitus	Q9NYA1	SPHK1
diabetes_mellitus	Q9Y233	PDE10A
hypoglycaemia	O14920	IKBKB
hypoglycaemia	O14965	AURKA
hypoglycaemia	O15379	HDAC3
hypoglycaemia	O75173	ADAMTS4
hypoglycaemia	P00374	DHFR
hypoglycaemia	P03956	MMP1
hypoglycaemia	P04626	ERBB2
hypoglycaemia	P05067	APP
hypoglycaemia	P06401	PGR
hypoglycaemia	P07384	CAPN1
hypoglycaemia	P07477	PRSS1
hypoglycaemia	P08254	MMP3
hypoglycaemia	P08514	ITGA2B
hypoglycaemia	P08581	MET
hypoglycaemia	P08908	HTR1A
hypoglycaemia	P11387	TOP1
hypoglycaemia	P12821	ACE
hypoglycaemia	P15056	BRAF
hypoglycaemia	P15121	AKR1B1
hypoglycaemia	P21918	DRD5
hypoglycaemia	P22303	ACHE
hypoglycaemia	P23458	JAK1
hypoglycaemia	P24941	CDK2
hypoglycaemia	P28715	ERCC5
hypoglycaemia	P30556	AGTR1
hypoglycaemia	P31391	SSTR4
hypoglycaemia	P35346	SSTR5
hypoglycaemia	P37288	AVPR1A
hypoglycaemia	P39748	FEN1
hypoglycaemia	P40238	MPL
hypoglycaemia	P41143	OPRD1
hypoglycaemia	P48039	MTNR1A
hypoglycaemia	P53350	PLK1
hypoglycaemia	P56817	BACE1
hypoglycaemia	P61073	CXCR4
hypoglycaemia	P80365	HSD11B2
hypoglycaemia	Q05586	GRIN1
hypoglycaemia	Q9BUB5	MKNK1
hypoglycaemia	Q9GZT9	EGLN1
eye_disorder	O15530	PDPK1
eye_disorder	O60218	AKR1B10
eye_disorder	O60341	KDM1A
eye_disorder	P03372	ESR1
eye_disorder	P07384	CAPN1
eye_disorder	P08238	HSP90AB1
eye_disorder	P10721	KIT
eye_disorder	P13497	BMP1
eye_disorder	P20701	ITGAL
eye_disorder	P20839	IMPDH1
eye_disorder	P25116	F2R
eye_disorder	P26010	ITGB7
eye_disorder	P29274	ADORA2A
eye_disorder	P34972	CNR2
eye_disorder	P35462	DRD3
eye_disorder	P35610	SOAT1
eye_disorder	P42338	PIK3CB
eye_disorder	P43004	SLC1A2
eye_disorder	P47871	GCGR
eye_disorder	P49286	MTNR1B
eye_disorder	P50406	HTR6
eye_disorder	Q15078	CDK5R1
eye_disorder	Q16790	CA9
eye_disorder	Q92731	ESR2
eye_disorder	Q99500	S1PR3
glaucoma	O14672	ADAM10
glaucoma	O14920	IKBKB
glaucoma	P01375	TNF
glaucoma	P07949	RET
glaucoma	P08246	ELANE
glaucoma	P11597	CETP
glaucoma	P16455	MGMT
glaucoma	P17612	PRKACA
glaucoma	P23280	CA6
glaucoma	P26010	ITGB7
glaucoma	P34972	CNR2
glaucoma	P35348	ADRA1A
glaucoma	P35916	FLT4
glaucoma	P41145	OPRK1
glaucoma	P43116	PTGER2
glaucoma	P43235	CTSK
glaucoma	P49768	PSEN1
glaucoma	P50579	METAP2
glaucoma	P55055	NR1H2
glaucoma	P55072	VCP
glaucoma	Q02750	MAP2K1
glaucoma	Q07343	PDE4B
glaucoma	Q13639	HTR4
glaucoma	Q92847	GHSR
glaucoma	Q96EB6	SIRT1
glaucoma	Q9UBN7	HDAC6
glaucoma	Q9Y5N1	HRH3
glaucoma	Q9Y5Y4	PTGDR2
miosis	O60218	AKR1B10
miosis	O60674	JAK2
miosis	P10721	KIT
miosis	P18405	SRD5A1
miosis	P19634	SLC9A1
miosis	P21728	DRD1
miosis	P23280	CA6
miosis	P25021	HRH2
miosis	P27815	PDE4A
miosis	P32247	BRS3
miosis	P35916	FLT4
miosis	P47989	XDH
miosis	P56524	HDAC4
miosis	P62942	FKBP1A
miosis	Q07343	PDE4B
miosis	Q12908	SLC10A2
miosis	Q15858	SCN9A
miosis	Q8NER1	TRPV1
miosis	Q8TDS4	HCAR2
miosis	Q92847	GHSR
miosis	Q9H228	S1PR5
photophobia	O43613	HCRTR1
photophobia	O60218	AKR1B10
photophobia	O94925	GLS
photophobia	P00734	F2
photophobia	P00797	REN
photophobia	P00918	CA2
photophobia	P06401	PGR
photophobia	P06493	CDK1
photophobia	P08069	IGF1R
photophobia	P08473	MME
photophobia	P08908	HTR1A
photophobia	P08912	CHRM5
photophobia	P09874	PARP1
photophobia	P09917	ALOX5
photophobia	P13612	ITGA4
photophobia	P13945	ADRB3
photophobia	P21452	TACR2
photophobia	P21728	DRD1
photophobia	P23458	JAK1
photophobia	P24530	EDNRB
photophobia	P25021	HRH2
photophobia	P25105	PTAFR
photophobia	P26010	ITGB7
photophobia	P27815	PDE4A
photophobia	P29274	ADORA2A
photophobia	P30542	ADORA1
photophobia	P31645	SLC6A4
photophobia	P32246	CCR1
photophobia	P32247	BRS3
photophobia	P35348	ADRA1A
photophobia	P35354	PTGS2
photophobia	P35916	FLT4
photophobia	P42345	MTOR
photophobia	P43166	CA7
photophobia	P48058	GRIA4
photophobia	P48736	PIK3CG
photophobia	P49356	FNTB
photophobia	P50281	MMP14
photophobia	P62937	PPIA
photophobia	Q05586	GRIN1
photophobia	Q07869	PPARA
photophobia	Q16581	C3AR1
photophobia	Q16665	HIF1A
photophobia	Q6V1X1	DPP8
photophobia	Q8NER1	TRPV1
photophobia	Q8TCT1	PHOSPHO1
photophobia	Q9BUB5	MKNK1
photophobia	Q9NYA1	SPHK1
photophobia	Q9ULX7	CA14
photophobia	Q9Y5Y4	PTGDR2
retinal_haemorrhage	P07550	ADRB2
retinal_haemorrhage	P10826	RARB
retinal_haemorrhage	P14902	IDO1
retinal_haemorrhage	P28715	ERCC5
retinal_haemorrhage	P35348	ADRA1A
retinal_haemorrhage	P42785	PRCP
retinal_haemorrhage	P50406	HTR6
retinal_haemorrhage	P78536	ADAM17
retinal_haemorrhage	Q03181	PPARD
retinal_haemorrhage	Q9Y5Y4	PTGDR2
vision_blurred	O60674	JAK2
vision_blurred	P07949	RET
vision_blurred	P08912	CHRM5
vision_blurred	P23280	CA6
vision_blurred	P25021	HRH2
vision_blurred	P29274	ADORA2A
vision_blurred	P43235	CTSK
vision_blurred	P50281	MMP14
vision_blurred	Q01959	SLC6A3
vision_blurred	Q9Y2D0	CA5B
visual_impairment	O60674	JAK2
visual_impairment	P06401	PGR
visual_impairment	P08172	CHRM2
visual_impairment	P29371	TACR3
visual_impairment	P47871	GCGR
visual_impairment	Q9Y2D0	CA5B
haematemesis	O14920	IKBKB
haematemesis	P00374	DHFR
haematemesis	P00533	EGFR
haematemesis	P00797	REN
haematemesis	P05412	JUN
haematemesis	P06213	INSR
haematemesis	P08246	ELANE
haematemesis	P08581	MET
haematemesis	P09467	FBP1
haematemesis	P14867	GABRA1
haematemesis	P15056	BRAF
haematemesis	P18405	SRD5A1
haematemesis	P19793	RXRA
haematemesis	P23458	JAK1
haematemesis	P23975	SLC6A2
haematemesis	P25105	PTAFR
haematemesis	P30968	GNRHR
haematemesis	P31391	SSTR4
haematemesis	P32297	CHRNA3
haematemesis	P35354	PTGS2
haematemesis	P39748	FEN1
haematemesis	P43119	PTGIR
haematemesis	P50579	METAP2
haematemesis	P80365	HSD11B2
haematemesis	Q02750	MAP2K1
haematemesis	Q05586	GRIN1
haematemesis	Q05655	PRKCD
haematemesis	Q13639	HTR4
haematemesis	Q16665	HIF1A
haematemesis	Q6V1X1	DPP8
haematemesis	Q86TI2	DPP9
haematemesis	Q86X55	CARM1
haematemesis	Q9BUB5	MKNK1
haematemesis	Q9BY41	HDAC8
haematemesis	Q9NYA1	SPHK1
melaena	O43613	HCRTR1
melaena	P06213	INSR
melaena	P08473	MME
melaena	P23458	JAK1
melaena	P32297	CHRNA3
melaena	P35354	PTGS2
melaena	P43116	PTGER2
melaena	Q16445	GABRA6
melaena	Q9BUB5	MKNK1
gastritis	O14920	IKBKB
gastritis	O15379	HDAC3
gastritis	O75173	ADAMTS4
gastritis	O95822	MLYCD
gastritis	P00374	DHFR
gastritis	P06213	INSR
gastritis	P06401	PGR
gastritis	P07384	CAPN1
gastritis	P08473	MME
gastritis	P14324	FDPS
gastritis	P19634	SLC9A1
gastritis	P21397	MAOA
gastritis	P23458	JAK1
gastritis	P29275	ADORA2B
gastritis	P30556	AGTR1
gastritis	P31391	SSTR4
gastritis	P37288	AVPR1A
gastritis	P47712	PLA2G4A
gastritis	P47989	XDH
gastritis	P50579	METAP2
gastritis	P53582	METAP1
gastritis	P55072	VCP
gastritis	P55263	ADK
gastritis	P80365	HSD11B2
gastritis	Q05586	GRIN1
gastritis	Q05655	PRKCD
gastritis	Q07343	PDE4B
gastritis	Q6V1X1	DPP8
gastritis	Q86TI2	DPP9
gastritis	Q86X55	CARM1
gastritis	Q8TCT1	PHOSPHO1
gastritis	Q9BUB5	MKNK1
gastritis	Q9NTG7	SIRT3
gastritis	Q9UBN7	HDAC6
diarrhoea	O14965	AURKA
diarrhoea	O15379	HDAC3
diarrhoea	O96017	CHEK2
diarrhoea	P00374	DHFR
diarrhoea	P00797	REN
diarrhoea	P06213	INSR
diarrhoea	P07099	EPHX1
diarrhoea	P08588	ADRB1
diarrhoea	P08908	HTR1A
diarrhoea	P09917	ALOX5
diarrhoea	P11473	VDR
diarrhoea	P16455	MGMT
diarrhoea	P17612	PRKACA
diarrhoea	P20292	ALOX5AP
diarrhoea	P23458	JAK1
diarrhoea	P24941	CDK2
diarrhoea	P31391	SSTR4
diarrhoea	P31749	AKT1
diarrhoea	P48736	PIK3CG
diarrhoea	P50281	MMP14
diarrhoea	P50406	HTR6
diarrhoea	P68400	CSNK2A1
diarrhoea	Q04759	PRKCQ
diarrhoea	Q05586	GRIN1
diarrhoea	Q07869	PPARA
diarrhoea	Q13002	GRIK2
diarrhoea	Q15078	CDK5R1
diarrhoea	Q86TI2	DPP9
diarrhoea	Q9BUB5	MKNK1
diarrhoea	Q9NTG7	SIRT3
constipation	O60341	KDM1A
constipation	O60674	JAK2
constipation	P00533	EGFR
constipation	P00748	F12
constipation	P00797	REN
constipation	P07949	RET
constipation	P08172	CHRM2
constipation	P08246	ELANE
constipation	P08311	CTSG
constipation	P08842	STS
constipation	P08908	HTR1A
constipation	P10721	KIT
constipation	P11473	VDR
constipation	P14867	GABRA1
constipation	P14920	DAO
constipation	P16109	SELP
constipation	P17612	PRKACA
constipation	P20309	CHRM3
constipation	P25021	HRH2
constipation	P28336	NMBR
constipation	P31644	GABRA5
constipation	P34998	CRHR1
constipation	P41143	OPRD1
constipation	P42345	MTOR
constipation	P42574	CASP3
constipation	P46098	HTR3A
constipation	P48039	MTNR1A
constipation	P48147	PREP
constipation	P50579	METAP2
constipation	P51681	CCR5
constipation	Q05655	PRKCD
constipation	Q13946	PDE7A
constipation	Q14416	GRM2
constipation	Q15858	SCN9A
constipation	Q99500	S1PR3
constipation	Q99808	SLC29A1
constipation	Q9UNA0	ADAMTS5
constipation	Q9Y5Y6	ST14
abdominal_pain	O14920	IKBKB
abdominal_pain	O15379	HDAC3
abdominal_pain	O95822	MLYCD
abdominal_pain	P00533	EGFR
abdominal_pain	P00797	REN
abdominal_pain	P05412	JUN
abdominal_pain	P06213	INSR
abdominal_pain	P06239	LCK
abdominal_pain	P07099	EPHX1
abdominal_pain	P07900	HSP90AA1
abdominal_pain	P09874	PARP1
abdominal_pain	P10827	THRA
abdominal_pain	P15538	CYP11B1
abdominal_pain	P17612	PRKACA
abdominal_pain	P23458	JAK1
abdominal_pain	P24530	EDNRB
abdominal_pain	P24557	TBXAS1
abdominal_pain	P24941	CDK2
abdominal_pain	P25021	HRH2
abdominal_pain	P26010	ITGB7
abdominal_pain	P27338	MAOB
abdominal_pain	P30556	AGTR1
abdominal_pain	P31391	SSTR4
abdominal_pain	P31644	GABRA5
abdominal_pain	P39748	FEN1
abdominal_pain	P41143	OPRD1
abdominal_pain	P41145	OPRK1
abdominal_pain	P41597	CCR2
abdominal_pain	P42574	CASP3
abdominal_pain	P43116	PTGER2
abdominal_pain	P43235	CTSK
abdominal_pain	P47900	P2RY1
abdominal_pain	P47989	XDH
abdominal_pain	P49286	MTNR1B
abdominal_pain	P51946	CCNH
abdominal_pain	P55212	CASP6
abdominal_pain	P68400	CSNK2A1
abdominal_pain	Q05655	PRKCD
abdominal_pain	Q12908	SLC10A2
abdominal_pain	Q14432	PDE3A
abdominal_pain	Q16665	HIF1A
abdominal_pain	Q16832	DDR2
abdominal_pain	Q6V1X1	DPP8
abdominal_pain	Q86TI2	DPP9
abdominal_pain	Q86X55	CARM1
abdominal_pain	Q9BUB5	MKNK1
abdominal_pain	Q9GZT9	EGLN1
abdominal_pain	Q9H244	P2RY12
abdominal_pain	Q9NTG7	SIRT3
abdominal_pain	Q9UHL4	DPP7
abdominal_pain_upper	O14920	IKBKB
abdominal_pain_upper	O95822	MLYCD
abdominal_pain_upper	P07099	EPHX1
abdominal_pain_upper	P08246	ELANE
abdominal_pain_upper	P09874	PARP1
abdominal_pain_upper	P29274	ADORA2A
abdominal_pain_upper	P31391	SSTR4
abdominal_pain_upper	P41145	OPRK1
abdominal_pain_upper	P53667	LIMK1
abdominal_pain_upper	Q14432	PDE3A
abdominal_pain_upper	Q86TI2	DPP9
abdominal_pain_upper	Q86X55	CARM1
abdominal_pain_upper	Q9BY41	HDAC8
dysphagia	O15379	HDAC3
dysphagia	O94925	GLS
dysphagia	P00748	F12
dysphagia	P08908	HTR1A
dysphagia	P17612	PRKACA
dysphagia	P19793	RXRA
dysphagia	P29275	ADORA2B
dysphagia	P29371	TACR3
dysphagia	P39900	MMP12
dysphagia	P55072	VCP
dysphagia	P61073	CXCR4
dysphagia	Q92731	ESR2
dysphagia	Q9Y2D0	CA5B
faecal_incontinence	O00519	FAAH
faecal_incontinence	O14672	ADAM10
faecal_incontinence	O14757	CHEK1
faecal_incontinence	O43570	CA12
faecal_incontinence	O60218	AKR1B10
faecal_incontinence	O60674	JAK2
faecal_incontinence	O95822	MLYCD
faecal_incontinence	P00734	F2
faecal_incontinence	P03951	F11
faecal_incontinence	P07858	CTSB
faecal_incontinence	P08069	IGF1R
faecal_incontinence	P08246	ELANE
faecal_incontinence	P08311	CTSG
faecal_incontinence	P08709	F7
faecal_incontinence	P08908	HTR1A
faecal_incontinence	P08912	CHRM5
faecal_incontinence	P09619	PDGFRB
faecal_incontinence	P10415	BCL2
faecal_incontinence	P11473	VDR
faecal_incontinence	P13497	BMP1
faecal_incontinence	P14324	FDPS
faecal_incontinence	P16109	SELP
faecal_incontinence	P24557	TBXAS1
faecal_incontinence	P25021	HRH2
faecal_incontinence	P26010	ITGB7
faecal_incontinence	P29371	TACR3
faecal_incontinence	P30411	BDKRB2
faecal_incontinence	P30874	SSTR2
faecal_incontinence	P40238	MPL
faecal_incontinence	P42345	MTOR
faecal_incontinence	P43490	NAMPT
faecal_incontinence	P48736	PIK3CG
faecal_incontinence	P49682	CXCR3
faecal_incontinence	P51946	CCNH
faecal_incontinence	P61073	CXCR4
faecal_incontinence	Q02750	MAP2K1
faecal_incontinence	Q03181	PPARD
faecal_incontinence	Q04759	PRKCQ
faecal_incontinence	Q15059	BRD3
faecal_incontinence	Q16665	HIF1A
faecal_incontinence	Q16769	QPCT
faecal_incontinence	Q6V1X1	DPP8
faecal_incontinence	Q86X55	CARM1
faecal_incontinence	Q92847	GHSR
faecal_incontinence	Q9GZT9	EGLN1
faecal_incontinence	Q9Y243	AKT3
nausea	O14684	PTGES
nausea	O14920	IKBKB
nausea	O14965	AURKA
nausea	O95822	MLYCD
nausea	P06493	CDK1
nausea	P08172	CHRM2
nausea	P08908	HTR1A
nausea	P10826	RARB
nausea	P14867	GABRA1
nausea	P23458	JAK1
nausea	P24941	CDK2
nausea	P27338	MAOB
nausea	P31391	SSTR4
nausea	P31749	AKT1
nausea	P35462	DRD3
nausea	P47869	GABRA2
nausea	P49286	MTNR1B
nausea	P50406	HTR6
nausea	P56524	HDAC4
nausea	Q13002	GRIK2
nausea	Q6V1X1	DPP8
nausea	Q86TI2	DPP9
nausea	Q9BUB5	MKNK1
nausea	Q9NTG7	SIRT3
nausea	Q9UNA0	ADAMTS5
retching	P03951	F11
retching	P05067	APP
retching	P08238	HSP90AB1
retching	P10827	THRA
retching	P21554	CNR1
retching	P21731	TBXA2R
retching	P25103	TACR1
retching	P30968	GNRHR
retching	P35346	SSTR5
retching	P35462	DRD3
retching	P41143	OPRD1
retching	P43116	PTGER2
retching	P51677	CCR3
retching	P51681	CCR5
retching	P51946	CCNH
retching	P98170	XIAP
retching	Q01959	SLC6A3
retching	Q99720	SIGMAR1
retching	Q9BY41	HDAC8
retching	Q9Y239	NOD1
vomiting	O14920	IKBKB
vomiting	O14965	AURKA
vomiting	O43353	RIPK2
vomiting	O60674	JAK2
vomiting	O94925	GLS
vomiting	P06401	PGR
vomiting	P07099	EPHX1
vomiting	P08912	CHRM5
vomiting	P09874	PARP1
vomiting	P14324	FDPS
vomiting	P14867	GABRA1
vomiting	P19320	VCAM1
vomiting	P19793	RXRA
vomiting	P23458	JAK1
vomiting	P24941	CDK2
vomiting	P31391	SSTR4
vomiting	P31644	GABRA5
vomiting	P31749	AKT1
vomiting	P35498	SCN1A
vomiting	P43088	PTGFR
vomiting	P43119	PTGIR
vomiting	P47989	XDH
vomiting	Q16769	QPCT
vomiting	Q6V1X1	DPP8
vomiting	Q86TI2	DPP9
vomiting	Q86X55	CARM1
vomiting	Q969S8	HDAC10
vomiting	Q96EB6	SIRT1
vomiting	Q9BUB5	MKNK1
vomiting	Q9ULX7	CA14
hypoaesthesia_oral	P03956	MMP1
hypoaesthesia_oral	P10826	RARB
hypoaesthesia_oral	P22748	CA4
hypoaesthesia_oral	P22894	MMP8
hypoaesthesia_oral	P27338	MAOB
hypoaesthesia_oral	P31391	SSTR4
hypoaesthesia_oral	P31645	SLC6A4
hypoaesthesia_oral	P34972	CNR2
hypoaesthesia_oral	P47989	XDH
hypoaesthesia_oral	P49768	PSEN1
hypoaesthesia_oral	P50281	MMP14
hypoaesthesia_oral	P50406	HTR6
hypoaesthesia_oral	P53582	METAP1
hypoaesthesia_oral	Q13639	HTR4
hypoaesthesia_oral	Q13946	PDE7A
hypoaesthesia_oral	Q16445	GABRA6
hypoaesthesia_oral	Q96GD4	AURKB
hypoaesthesia_oral	Q9BUB5	MKNK1
hyperthermia	O00519	FAAH
hyperthermia	O75116	ROCK2
hyperthermia	O75173	ADAMTS4
hyperthermia	P00519	ABL1
hyperthermia	P00533	EGFR
hyperthermia	P08581	MET
hyperthermia	P16455	MGMT
hyperthermia	P25021	HRH2
hyperthermia	P25103	TACR1
hyperthermia	P35346	SSTR5
hyperthermia	P37268	FDFT1
hyperthermia	P41143	OPRD1
hyperthermia	P42336	PIK3CA
hyperthermia	P62937	PPIA
hyperthermia	Q04759	PRKCQ
hyperthermia	Q96EB6	SIRT1
hyperthermia	Q99685	MGLL
hyperthermia	Q9NYA1	SPHK1
pyrexia	O14920	IKBKB
pyrexia	O43353	RIPK2
pyrexia	O60341	KDM1A
pyrexia	P00519	ABL1
pyrexia	P00734	F2
pyrexia	P00797	REN
pyrexia	P03956	MMP1
pyrexia	P07339	CTSD
pyrexia	P11086	PNMT
pyrexia	P16455	MGMT
pyrexia	P16581	SELE
pyrexia	P18405	SRD5A1
pyrexia	P23280	CA6
pyrexia	P24941	CDK2
pyrexia	P25021	HRH2
pyrexia	P25116	F2R
pyrexia	P27487	DPP4
pyrexia	P28221	HTR1D
pyrexia	P31644	GABRA5
pyrexia	P43088	PTGFR
pyrexia	P43116	PTGER2
pyrexia	P43405	SYK
pyrexia	P51677	CCR3
pyrexia	Q9BY41	HDAC8
pyrexia	Q9NTG7	SIRT3
pyrexia	Q9UNA0	ADAMTS5
pyrexia	Q9Y5N1	HRH3
death	O00519	FAAH
death	O14684	PTGES
death	O14920	IKBKB
death	P05412	JUN
death	P06239	LCK
death	P07339	CTSD
death	P07477	PRSS1
death	P08246	ELANE
death	P08473	MME
death	P08912	CHRM5
death	P09917	ALOX5
death	P10826	RARB
death	P14324	FDPS
death	P14867	GABRA1
death	P15056	BRAF
death	P18405	SRD5A1
death	P19634	SLC9A1
death	P20839	IMPDH1
death	P23458	JAK1
death	P24941	CDK2
death	P25021	HRH2
death	P29274	ADORA2A
death	P31391	SSTR4
death	P31749	AKT1
death	P35462	DRD3
death	P35498	SCN1A
death	P37231	PPARG
death	P37268	FDFT1
death	P37288	AVPR1A
death	P42338	PIK3CB
death	P42345	MTOR
death	P43004	SLC1A2
death	P43166	CA7
death	P43403	ZAP70
death	Q05586	GRIN1
death	Q05655	PRKCD
death	Q07869	PPARA
death	Q12908	SLC10A2
death	Q13002	GRIK2
death	Q14432	PDE3A
death	Q16665	HIF1A
death	Q6V1X1	DPP8
death	Q86TI2	DPP9
death	Q9BUB5	MKNK1
death	Q9NTG7	SIRT3
death	Q9NYA1	SPHK1
asthenia	O15379	HDAC3
asthenia	O60218	AKR1B10
asthenia	P04035	HMGCR
asthenia	P06213	INSR
asthenia	P09874	PARP1
asthenia	P14324	FDPS
asthenia	P37288	AVPR1A
asthenia	P48147	PREP
asthenia	P68400	CSNK2A1
asthenia	Q6V1X1	DPP8
asthenia	Q86X55	CARM1
asthenia	Q9Y251	HPSE
fatigue	O14920	IKBKB
fatigue	O15379	HDAC3
fatigue	O60674	JAK2
fatigue	P07339	CTSD
fatigue	P07900	HSP90AA1
fatigue	P08709	F7
fatigue	P08912	CHRM5
fatigue	P09917	ALOX5
fatigue	P10275	AR
fatigue	P10828	THRB
fatigue	P13612	ITGA4
fatigue	P14867	GABRA1
fatigue	P20309	CHRM3
fatigue	P21728	DRD1
fatigue	P22460	KCNA5
fatigue	P24941	CDK2
fatigue	P25116	F2R
fatigue	P27815	PDE4A
fatigue	P29466	CASP1
fatigue	P30542	ADORA1
fatigue	P30874	SSTR2
fatigue	P34913	EPHX2
fatigue	P35348	ADRA1A
fatigue	P39900	MMP12
fatigue	P42338	PIK3CB
fatigue	P43235	CTSK
fatigue	P47989	XDH
fatigue	P49286	MTNR1B
fatigue	P50579	METAP2
fatigue	P51681	CCR5
fatigue	P56524	HDAC4
fatigue	P61073	CXCR4
fatigue	Q05655	PRKCD
fatigue	Q13002	GRIK2
fatigue	Q14416	GRM2
fatigue	Q15059	BRD3
fatigue	Q86X55	CARM1
fatigue	Q8TCT1	PHOSPHO1
fatigue	Q969S8	HDAC10
fatigue	Q96GD4	AURKB
fatigue	Q9UNA0	ADAMTS5
fatigue	Q9Y233	PDE10A
fatigue	Q9Y5Y4	PTGDR2
lethargy	O15530	PDPK1
lethargy	O43353	RIPK2
lethargy	O60218	AKR1B10
lethargy	O94925	GLS
lethargy	P00519	ABL1
lethargy	P00748	F12
lethargy	P08172	CHRM2
lethargy	P08238	HSP90AB1
lethargy	P20648	ATP4A
lethargy	P21728	DRD1
lethargy	P25021	HRH2
lethargy	P29274	ADORA2A
lethargy	P30968	GNRHR
lethargy	P32246	CCR1
lethargy	P35348	ADRA1A
lethargy	P35367	HRH1
lethargy	P42785	PRCP
lethargy	Q15078	CDK5R1
lethargy	Q92847	GHSR
lethargy	Q969S8	HDAC10
lethargy	Q9HAZ1	CLK4
lethargy	Q9UHL4	DPP7
lethargy	Q9Y2D0	CA5B
malaise	O14757	CHEK1
malaise	O14920	IKBKB
malaise	O15530	PDPK1
malaise	O43613	HCRTR1
malaise	P03956	MMP1
malaise	P04035	HMGCR
malaise	P06493	CDK1
malaise	P07384	CAPN1
malaise	P10826	RARB
malaise	P11086	PNMT
malaise	P13497	BMP1
malaise	P14780	MMP9
malaise	P14867	GABRA1
malaise	P20309	CHRM3
malaise	P21554	CNR1
malaise	P24530	EDNRB
malaise	P24941	CDK2
malaise	P25105	PTAFR
malaise	P27338	MAOB
malaise	P30291	WEE1
malaise	P30968	GNRHR
malaise	P31391	SSTR4
malaise	P35346	SSTR5
malaise	P35462	DRD3
malaise	P41143	OPRD1
malaise	P41145	OPRK1
malaise	P42336	PIK3CA
malaise	P42338	PIK3CB
malaise	P42892	ECE1
malaise	P49146	NPY2R
malaise	P53582	METAP1
malaise	P62942	FKBP1A
