Entry	Entry name	Status	Gene names
Q5JWF8	ACL10_HUMAN	reviewed	ACTL10 C20orf134
Q0P5N6	ARL16_HUMAN	reviewed	ARL16
O60706	ABCC9_HUMAN	reviewed	ABCC9 SUR2
Q96GX8	CP074_HUMAN	reviewed	C16orf74
O00257	CBX4_HUMAN	reviewed	CBX4
P30486	1B48_HUMAN	reviewed	HLA-B HLAB
Q29940	1B59_HUMAN	reviewed	HLA-B HLAB
P28222	5HT1B_HUMAN	reviewed	HTR1B HTR1DB
P30498	1B78_HUMAN	reviewed	HLA-B HLAB
Q9H553	ALG2_HUMAN	reviewed	ALG2 UNQ666/PRO1298
Q9NR63	CP26B_HUMAN	reviewed	CYP26B1 CYP26A2 P450RAI2
Q7Z6R9	AP2D_HUMAN	reviewed	TFAP2D TFAP2BL1
P55289	CAD12_HUMAN	reviewed	CDH12
P28221	5HT1D_HUMAN	reviewed	HTR1D HTR1DA HTRL
P00403	COX2_HUMAN	reviewed	MT-CO2 COII COX2 COXII MTCO2
Q6V0L0	CP26C_HUMAN	reviewed	CYP26C1
Q76N32	CEP68_HUMAN	reviewed	CEP68 KIAA0582
Q9NUZ1	ACOXL_HUMAN	reviewed	ACOXL
Q8N4C9	CQ078_HUMAN	reviewed	C17orf78
Q0VDD5	CQ091_HUMAN	reviewed	MIR22HG C17orf91
Q00532	CDKL1_HUMAN	reviewed	CDKL1
Q00526	CDK3_HUMAN	reviewed	CDK3 CDKN3
Q96N11	CG026_HUMAN	reviewed	C7orf26
Q92772	CDKL2_HUMAN	reviewed	CDKL2
Q9NQ32	CK016_HUMAN	reviewed	C11orf16
Q9P2M7	CING_HUMAN	reviewed	CGN KIAA1319
Q9C0I3	CCSE1_HUMAN	reviewed	CCSER1 FAM190A KIAA1680
Q6UWJ8	C16L2_HUMAN	reviewed	CD164L2 UNQ6122/PRO20044
P53420	CO4A4_HUMAN	reviewed	COL4A4
Q9H7U1	CCSE2_HUMAN	reviewed	CCSER2 FAM190B KIAA1128 NPD012
Q8IVW4	CDKL3_HUMAN	reviewed	CDKL3 NKIAMRE
Q96D53	COQ8B_HUMAN	reviewed	COQ8B ADCK4
Q5EBM0	CMPK2_HUMAN	reviewed	CMPK2
Q9NUG4	CCM2L_HUMAN	reviewed	CCM2L C20orf160
Q92688	AN32B_HUMAN	reviewed	ANP32B APRIL PHAPI2
P30043	BLVRB_HUMAN	reviewed	BLVRB FLR
P21399	ACOC_HUMAN	reviewed	ACO1 IREB1
A5PLL1	AN34B_HUMAN	reviewed	ANKRD34B
Q9P2X0	DPM3_HUMAN	reviewed	DPM3
Q6W349	CD011_HUMAN	reviewed	LINC00575 C4orf11
P59827	BPIB4_HUMAN	reviewed	BPIFB4 C20orf186 LPLUNC4
Q8IY42	CD019_HUMAN	reviewed	C4orf19
P51798	CLCN7_HUMAN	reviewed	CLCN7
Q9GZN8	CT027_HUMAN	reviewed	C20orf27
P05937	CALB1_HUMAN	reviewed	CALB1 CAB27
P54646	AAPK2_HUMAN	reviewed	PRKAA2 AMPK AMPK2
P58397	ATS12_HUMAN	reviewed	ADAMTS12 UNQ1918/PRO4389
Q9H8E8	CSR2B_HUMAN	reviewed	KAT14 CSRP2BP
Q6VVX0	CP2R1_HUMAN	reviewed	CYP2R1
P51911	CNN1_HUMAN	reviewed	CNN1
Q8WVB6	CTF18_HUMAN	reviewed	CHTF18 C16orf41 CTF18
O95147	DUS14_HUMAN	reviewed	DUSP14 MKP6
P06746	DPOLB_HUMAN	reviewed	POLB
Q6PIW4	FIGL1_HUMAN	reviewed	FIGNL1
Q96PT3	DUX5_HUMAN	reviewed	DUX5
Q9BXV9	GON7_HUMAN	reviewed	GON7 C14orf142
Q5VYV0	FOXB2_HUMAN	reviewed	FOXB2
Q9UBX2	DUX4_HUMAN	reviewed	DUX4 DUX10
Q9GZN0	GPR88_HUMAN	reviewed	GPR88 STRG
Q14155	ARHG7_HUMAN	reviewed	ARHGEF7 COOL1 KIAA0142 P85SPR PAK3BP PIXB Nbla10314
P55957	BID_HUMAN	reviewed	BID
Q8N4S0	CCD82_HUMAN	reviewed	CCDC82 HT025
Q14444	CAPR1_HUMAN	reviewed	CAPRIN1 GPIAP1 GPIP137 M11S1 RNG105
Q7RTU5	ASCL5_HUMAN	reviewed	ASCL5 BHLHA47
A6NI56	CC154_HUMAN	reviewed	CCDC154 C16orf29
Q5T8R8	CI066_HUMAN	reviewed	C9orf66
Q53SF7	COBL1_HUMAN	reviewed	COBLL1 KIAA0977
Q9UKF5	ADA29_HUMAN	reviewed	ADAM29
P05534	1A24_HUMAN	reviewed	HLA-A HLAA
P45844	ABCG1_HUMAN	reviewed	ABCG1 ABC8 WHT1
Q86WX3	AROS_HUMAN	reviewed	RPS19BP1 AROS
Q9H845	ACAD9_HUMAN	reviewed	ACAD9
Q68D86	C102B_HUMAN	reviewed	CCDC102B C18orf14
Q8ND76	CCNY_HUMAN	reviewed	CCNY C10orf9 CBCP1 CFP1
Q8NFD2	ANKK1_HUMAN	reviewed	ANKK1 PKK2 SGK288
P30461	1B13_HUMAN	reviewed	HLA-B HLAB
O95260	ATE1_HUMAN	reviewed	ATE1
Q96A70	AZIN2_HUMAN	reviewed	AZIN2 ADC KIAA1945 ODCP
Q5SY13	COAS1_HUMAN	reviewed	COL5A1-AS1 C9orf104
Q9UNQ0	ABCG2_HUMAN	reviewed	ABCG2 ABCP BCRP BCRP1 MXR
B7Z1M9	C2D4D_HUMAN	reviewed	C2CD4D FAM148D
O94921	CDK14_HUMAN	reviewed	CDK14 KIAA0834 PFTK1
Q15825	ACHA6_HUMAN	reviewed	CHRNA6
Q99807	COQ7_HUMAN	reviewed	COQ7
Q8N6M6	AMPO_HUMAN	reviewed	AOPEP C9orf3 ONPEP
Q9H221	ABCG8_HUMAN	reviewed	ABCG8
Q7L311	ARMX2_HUMAN	reviewed	ARMCX2 ALEX2 KIAA0512
Q9NXL2	ARH38_HUMAN	reviewed	ARHGEF38
Q9HDC9	APMAP_HUMAN	reviewed	APMAP C20orf3 UNQ1869/PRO4305
P30533	AMRP_HUMAN	reviewed	LRPAP1 A2MRAP
P07355	ANXA2_HUMAN	reviewed	ANXA2 ANX2 ANX2L4 CAL1H LPC2D
P08195	4F2_HUMAN	reviewed	SLC3A2 MDU1
P12107	COBA1_HUMAN	reviewed	COL11A1 COLL6
Q96BA8	CR3L1_HUMAN	reviewed	CREB3L1 OASIS PSEC0238
Q96RY5	CRML_HUMAN	reviewed	CRAMP1 C16orf34 CRAMP1L HN1L KIAA1426
Q9NUD7	CT096_HUMAN	reviewed	C20orf96
P12429	ANXA3_HUMAN	reviewed	ANXA3 ANX3
Q9P0P8	CF203_HUMAN	reviewed	C6orf203 HSPC230
Q5T4H9	CSC10_HUMAN	reviewed	CASC10 C10orf114
Q9NPZ5	B3GA2_HUMAN	reviewed	B3GAT2 GLCATS KIAA1963
O75829	CNMD_HUMAN	reviewed	CNMD CHMI LECT1 MYETS1
Q99439	CNN2_HUMAN	reviewed	CNN2
P08908	5HT1A_HUMAN	reviewed	HTR1A ADRB2RL1 ADRBRL1
Q7Z7G1	CLNK_HUMAN	reviewed	CLNK MIST
O95476	CNEP1_HUMAN	reviewed	CTDNEP1 DULLARD
Q5TEA3	CT194_HUMAN	reviewed	C20orf194
Q8WXI8	CLC4D_HUMAN	reviewed	CLEC4D CLECSF8 MCL
P52943	CRIP2_HUMAN	reviewed	CRIP2 CRP2
Q5VTU8	AT5EL_HUMAN	reviewed	ATP5F1EP2 ATP5EP2
P16860	ANFB_HUMAN	reviewed	NPPB
P49711	CTCF_HUMAN	reviewed	CTCF
Q86YS7	C2CD5_HUMAN	reviewed	C2CD5 CDP138 KIAA0528
P98198	AT8B2_HUMAN	reviewed	ATP8B2 ATPID KIAA1137
Q5VZT2	CJ113_HUMAN	reviewed	C10orf113
Q9NZQ0	DJC27_HUMAN	reviewed	DNAJC27 RABJS RBJ
Q9NTM9	CUTC_HUMAN	reviewed	CUTC CGI-32
Q6ZT52	FA43B_HUMAN	reviewed	FAM43B
Q01543	FLI1_HUMAN	reviewed	FLI1
Q9NYY8	FAKD2_HUMAN	reviewed	FASTKD2 KIAA0971
P61570	ENK25_HUMAN	reviewed	ERVK-25
P01906	DQA2_HUMAN	reviewed	HLA-DQA2 HLA-DXA
Q92935	EXTL1_HUMAN	reviewed	EXTL1 EXTL
Q9HDB8	ENK5_HUMAN	reviewed	ERVK-5 ERVK5
Q7Z5Q5	DPOLN_HUMAN	reviewed	POLN
P52566	GDIR2_HUMAN	reviewed	ARHGDIB GDIA2 GDID4 RAP1GN1
A0A2Z4LIS9	FXO3B_HUMAN	reviewed	FOXO3B
Q96CU9	FXRD1_HUMAN	reviewed	FOXRED1 FP634
F2Z333	FND10_HUMAN	reviewed	FNDC10 C1orf233
P0C854	CECR9_HUMAN	reviewed	CECR9
Q9UL45	BL1S6_HUMAN	reviewed	BLOC1S6 PA PLDN
Q9NWT8	AKIP_HUMAN	reviewed	AURKAIP1 AIP AKIP MRPS38
A6QL63	BTBDB_HUMAN	reviewed	BTBD11
O43570	CAH12_HUMAN	reviewed	CA12
Q9NV96	CC50A_HUMAN	reviewed	TMEM30A C6orf67 CDC50A
A6NKD9	CC85C_HUMAN	reviewed	CCDC85C
P00918	CAH2_HUMAN	reviewed	CA2
Q9H6L4	ARMC7_HUMAN	reviewed	ARMC7
Q6IMN6	CAPR2_HUMAN	reviewed	CAPRIN2 C1QDC1 EEG1 KIAA1873 RNG140
Q5VVM6	CCD30_HUMAN	reviewed	CCDC30 PFDN6L
Q06187	BTK_HUMAN	reviewed	BTK AGMX1 ATK BPK
Q49A92	CH034_HUMAN	reviewed	C8orf34
P43166	CAH7_HUMAN	reviewed	CA7
Q8IX12	CCAR1_HUMAN	reviewed	CCAR1 CARP1 DIS
P0C221	CC175_HUMAN	reviewed	CCDC175 C14orf38
Q8N1M1	BEST3_HUMAN	reviewed	BEST3 VMD2L3
Q99856	ARI3A_HUMAN	reviewed	ARID3A DRIL1 DRIL3 DRX E2FBP1
Q8TAM1	BBS10_HUMAN	reviewed	BBS10 C12orf58
Q58HT5	AWAT1_HUMAN	reviewed	AWAT1 DGA2 DGAT2L3
Q5VT79	AXA81_HUMAN	reviewed	ANXA8L1 ANXA8L2
O15234	CASC3_HUMAN	reviewed	CASC3 MLN51
P84996	ALEX_HUMAN	reviewed	GNAS GNAS1
Q7KZN9	COX15_HUMAN	reviewed	COX15
Q8N1V2	CFA52_HUMAN	reviewed	CFAP52 WDR16 WDRPUH
Q96EG1	ARSG_HUMAN	reviewed	ARSG KIAA1001 UNQ839/PRO1777
Q14781	CBX2_HUMAN	reviewed	CBX2
P0DP24	CALM2_HUMAN	reviewed	CALM2 CAM2 CAMB
Q96Q77	CIB3_HUMAN	reviewed	CIB3 KIP3
Q01850	CDR2_HUMAN	reviewed	CDR2 PCD17
Q8TC27	ADA32_HUMAN	reviewed	ADAM32 UNQ5982/PRO21340
P10747	CD28_HUMAN	reviewed	CD28
Q96K17	BT3L4_HUMAN	reviewed	BTF3L4
Q96BT1	CC049_HUMAN	reviewed	C3orf49
Q6ZVT6	CC067_HUMAN	reviewed	C3orf67
Q9NYB9	ABI2_HUMAN	reviewed	ABI2 ARGBPIA
O95445	APOM_HUMAN	reviewed	APOM G3A NG20 HSPC336
A5D8W1	CFA69_HUMAN	reviewed	CFAP69 C7orf63
P18463	1B37_HUMAN	reviewed	HLA-B HLAB
Q8NCV1	ADAD2_HUMAN	reviewed	ADAD2 TENRL
Q9Y2G4	ANKR6_HUMAN	reviewed	ANKRD6 KIAA0957
C9J302	CD051_HUMAN	reviewed	C4orf51
Q00536	CDK16_HUMAN	reviewed	CDK16 PCTAIRE1 PCTK1
O94973	AP2A2_HUMAN	reviewed	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899
Q5TZF3	ANR45_HUMAN	reviewed	ANKRD45
Q9HCE9	ANO8_HUMAN	reviewed	ANO8 KIAA1623 TMEM16H
P11511	CP19A_HUMAN	reviewed	CYP19A1 ARO1 CYAR CYP19
Q86X95	CIR1_HUMAN	reviewed	CIR1 CIR
O95450	ATS2_HUMAN	reviewed	ADAMTS2 PCINP PCPNI
Q6IQ19	CCSAP_HUMAN	reviewed	CCSAP C1orf96 CSAP
Q8N0U6	CF218_HUMAN	reviewed	LINC00518 C6orf218
Q6XLA1	CSC2A_HUMAN	reviewed	CASC2 C10orf5
Q9NRG0	CHRC1_HUMAN	reviewed	CHRAC1 CHRAC15
O75173	ATS4_HUMAN	reviewed	ADAMTS4 KIAA0688 UNQ769/PRO1563
Q9GZY4	COA1_HUMAN	reviewed	COA1 C7orf44 MITRAC15
O95832	CLD1_HUMAN	reviewed	CLDN1 CLD1 SEMP1 UNQ481/PRO944
Q8N6M3	FITM2_HUMAN	reviewed	FITM2 C20orf142 FIT2
Q96EP1	CHFR_HUMAN	reviewed	CHFR RNF196
Q7Z7J9	CK2N1_HUMAN	reviewed	CAMK2N1
P22792	CPN2_HUMAN	reviewed	CPN2 ACBP
P17735	ATTY_HUMAN	reviewed	TAT
O75131	CPNE3_HUMAN	reviewed	CPNE3 CPN3 KIAA0636
O00253	AGRP_HUMAN	reviewed	AGRP AGRT ART
P0C5J1	F86B2_HUMAN	reviewed	FAM86B2
Q92600	CNOT9_HUMAN	reviewed	CNOT9 RCD1 RQCD1
Q8NBU5	ATAD1_HUMAN	reviewed	ATAD1 FNP001
Q86SQ6	AGRA1_HUMAN	reviewed	ADGRA1 GPR123 KIAA1828
Q9H2P0	ADNP_HUMAN	reviewed	ADNP ADNP1 KIAA0784
Q96SM3	CPXM1_HUMAN	reviewed	CPXM1 CPX1 CPXM UNQ3015/PRO9782
P29274	AA2AR_HUMAN	reviewed	ADORA2A ADORA2
O60565	GREM1_HUMAN	reviewed	GREM1 CKTSF1B1 DAND2 DRM PIG2
Q96FX2	DPH3_HUMAN	reviewed	DPH3 DESR1 ZCSL2
Q6DWJ6	GP139_HUMAN	reviewed	GPR139 GPRG1 PGR3
A2A2Y4	FRMD3_HUMAN	reviewed	FRMD3 EPB41L4O
Q5T1V6	DDX59_HUMAN	reviewed	DDX59 ZNHIT5
Q8IYD8	FANCM_HUMAN	reviewed	FANCM KIAA1596
P98095	FBLN2_HUMAN	reviewed	FBLN2
O95749	GGPPS_HUMAN	reviewed	GGPS1
Q96D05	F241B_HUMAN	reviewed	FAM241B C10orf35
O95967	FBLN4_HUMAN	reviewed	EFEMP2 FBLN4 UNQ200/PRO226
Q8WWM9	CYGB_HUMAN	reviewed	CYGB STAP
Q8TDF6	GRP4_HUMAN	reviewed	RASGRP4
P13284	GILT_HUMAN	reviewed	IFI30 GILT IP30
Q15760	GPR19_HUMAN	reviewed	GPR19
Q5H8C1	FREM1_HUMAN	reviewed	FREM1 C9orf143 C9orf145 C9orf154
Q99678	GPR20_HUMAN	reviewed	GPR20
Q9P0K8	FOXJ2_HUMAN	reviewed	FOXJ2 FHX
Q5VTL7	FNDC7_HUMAN	reviewed	FNDC7
Q10981	FUT2_HUMAN	reviewed	FUT2 SEC2
Q06265	EXOS9_HUMAN	reviewed	EXOSC9 PMSCL1
P11532	DMD_HUMAN	reviewed	DMD
P98173	FAM3A_HUMAN	reviewed	FAM3A 2-19 2.19
Q96AY3	FKB10_HUMAN	reviewed	FKBP10 FKBP65 PSEC0056
Q9UKJ3	GPTC8_HUMAN	reviewed	GPATCH8 GPATC8 KIAA0553
Q9Y297	FBW1A_HUMAN	reviewed	BTRC BTRCP FBW1A FBXW1A
A6NMN3	F170B_HUMAN	reviewed	FAM170B C10orf73
P05305	EDN1_HUMAN	reviewed	EDN1
Q13686	ALKB1_HUMAN	reviewed	ALKBH1 ABH ABH1 ALKBH
Q9Y2D1	ATF5_HUMAN	reviewed	ATF5 ATFX
Q8IYS8	BD1L2_HUMAN	reviewed	BOD1L2 BOD1P FAM44C
Q8N6N3	CA052_HUMAN	reviewed	C1orf52 BAG GM117
Q0P6D6	CCD15_HUMAN	reviewed	CCDC15
O60826	CCD22_HUMAN	reviewed	CCDC22 CXorf37 JM1
Q86WR0	CCD25_HUMAN	reviewed	CCDC25
P49747	COMP_HUMAN	reviewed	COMP
P51587	BRCA2_HUMAN	reviewed	BRCA2 FACD FANCD1
P16220	CREB1_HUMAN	reviewed	CREB1
P15086	CBPB1_HUMAN	reviewed	CPB1 CPB PCPB
O75143	ATG13_HUMAN	reviewed	ATG13 KIAA0652
Q6XD76	ASCL4_HUMAN	reviewed	ASCL4 BHLHA44 HASH4
Q8N5R6	CCD33_HUMAN	reviewed	CCDC33
Q9H7E9	CH033_HUMAN	reviewed	C8orf33
P20160	CAP7_HUMAN	reviewed	AZU1
Q5VUY0	ADCL3_HUMAN	reviewed	AADACL3
P11274	BCR_HUMAN	reviewed	BCR BCR1 D22S11
Q96MD7	CI085_HUMAN	reviewed	C9orf85
P01892	1A02_HUMAN	reviewed	HLA-A HLAA
O95342	ABCBB_HUMAN	reviewed	ABCB11 BSEP
Q8NHY0	B4GN2_HUMAN	reviewed	B4GALNT2 GALGT2
Q9Y6N1	COX11_HUMAN	reviewed	COX11
Q86UB2	BIVM_HUMAN	reviewed	BIVM
P30512	1A29_HUMAN	reviewed	HLA-A HLAA
Q8N1B3	CCNQ_HUMAN	reviewed	CCNQ FAM58A
Q9NVI7	ATD3A_HUMAN	reviewed	ATAD3A
Q9H693	CP095_HUMAN	reviewed	C16orf95
Q9HCJ1	ANKH_HUMAN	reviewed	ANKH KIAA1581 UNQ241/PRO274
Q7L4S7	ARMX6_HUMAN	reviewed	ARMCX6
Q15057	ACAP2_HUMAN	reviewed	ACAP2 CENTB2 KIAA0041
P13500	CCL2_HUMAN	reviewed	CCL2 MCP1 SCYA2
P42684	ABL2_HUMAN	reviewed	ABL2 ABLL ARG
Q8NI28	CG013_HUMAN	reviewed	LINC01006 C7orf13 MY040
P05026	AT1B1_HUMAN	reviewed	ATP1B1 ATP1B
Q9GZU0	CF062_HUMAN	reviewed	C6orf62 XTP12 Nbla00237
Q9NPY3	C1QR1_HUMAN	reviewed	CD93 C1QR1 MXRA4
P27695	APEX1_HUMAN	reviewed	APEX1 APE APE1 APEX APX HAP1 REF1
Q5T5N4	CF118_HUMAN	reviewed	C6orf118
P20023	CR2_HUMAN	reviewed	CR2 C3DR
Q06278	AOXA_HUMAN	reviewed	AOX1 AO
Q9P2E5	CHPF2_HUMAN	reviewed	CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339
Q9Y6H3	ATP23_HUMAN	reviewed	ATP23 KUB3 XRCC6BP1
Q13956	CNCG_HUMAN	reviewed	PDE6H
Q9H0W9	CK054_HUMAN	reviewed	C11orf54 LP4947 PTD012
Q9H1P6	CT085_HUMAN	reviewed	C20orf85
P13942	COBA2_HUMAN	reviewed	COL11A2
Q8N6F1	CLD19_HUMAN	reviewed	CLDN19
P10109	ADX_HUMAN	reviewed	FDX1 ADX
Q6PJW8	CNST_HUMAN	reviewed	CNST C1orf71
Q8IUX7	AEBP1_HUMAN	reviewed	AEBP1 ACLP
Q9BXS5	AP1M1_HUMAN	reviewed	AP1M1 CLTNM
Q8N815	CNTD1_HUMAN	reviewed	CNTD1 CNTD
Q5HYN5	CT451_HUMAN	reviewed	CT45A1 CT45-1
Q8NAA4	A16L2_HUMAN	reviewed	ATG16L2 WDR80
Q9Y6H1	CHCH2_HUMAN	reviewed	CHCHD2 C7orf17 AAG10
Q8WYQ3	CHC10_HUMAN	reviewed	CHCHD10 C22orf16
O14967	CLGN_HUMAN	reviewed	CLGN
Q99217	AMELX_HUMAN	reviewed	AMELX AMG AMGX
A6NL05	F74A7_HUMAN	reviewed	FAM74A7
P43681	ACHA4_HUMAN	reviewed	CHRNA4 NACRA4
Q9BSY4	CHCH5_HUMAN	reviewed	CHCHD5 C2orf9
Q8WTP8	AEN_HUMAN	reviewed	AEN ISG20L1 SBBI58
P35222	CTNB1_HUMAN	reviewed	CTNNB1 CTNNB OK/SW-cl.35 PRO2286
Q6UXN8	CLC9A_HUMAN	reviewed	CLEC9A UNQ9341/PRO34046
Q99829	CPNE1_HUMAN	reviewed	CPNE1 CPN1
Q719I0	AHSA2_HUMAN	reviewed	AHSA2P AHSA2
P56748	CLD8_HUMAN	reviewed	CLDN8 UNQ779/PRO1573
O95406	CNIH1_HUMAN	reviewed	CNIH1 CNIH CNIL UNQ155/PRO181
O15084	ANR28_HUMAN	reviewed	ANKRD28 KIAA0379
Q9BQ39	DDX50_HUMAN	reviewed	DDX50
Q86TM3	DDX53_HUMAN	reviewed	DDX53 CAGE
Q7Z601	GP142_HUMAN	reviewed	GPR142 PGR2
Q8TDV0	GP151_HUMAN	reviewed	GPR151 PGR7
Q99445	GML_HUMAN	reviewed	GML LY6DL
Q01523	DEF5_HUMAN	reviewed	DEFA5 DEF5
Q8NA70	FA47B_HUMAN	reviewed	FAM47B
H3BPF8	GOG8S_HUMAN	reviewed	GOLGA8S
Q5JSL3	DOC11_HUMAN	reviewed	DOCK11 ZIZ2
Q9UQ16	DYN3_HUMAN	reviewed	DNM3 KIAA0820
P31513	FMO3_HUMAN	reviewed	FMO3
Q96M63	CC114_HUMAN	reviewed	CCDC114
Q5VUJ5	AGAP7_HUMAN	reviewed	AGAP7P AGAP7 CTGLF4
Q9NWX5	ASB6_HUMAN	reviewed	ASB6
Q9H0I3	CC113_HUMAN	reviewed	CCDC113 HSPC065
Q96KE9	BTBD6_HUMAN	reviewed	BTBD6 BDPL
Q9Y6K0	CEPT1_HUMAN	reviewed	CEPT1 PRO1101
Q07108	CD69_HUMAN	reviewed	CD69 CLEC2C
Q9H211	CDT1_HUMAN	reviewed	CDT1
Q8TCZ2	C99L2_HUMAN	reviewed	CD99L2 MIC2L1 UNQ1964/PRO4486
Q04828	AK1C1_HUMAN	reviewed	AKR1C1 DDH DDH1
Q9Y6J0	CABIN_HUMAN	reviewed	CABIN1 KIAA0330
Q9NVT9	ARMC1_HUMAN	reviewed	ARMC1 ARCP
P00813	ADA_HUMAN	reviewed	ADA ADA1
Q6UXQ4	CB066_HUMAN	reviewed	C2orf66 UNQ6411/PRO21186
Q9Y6D5	BIG2_HUMAN	reviewed	ARFGEF2 ARFGEP2 BIG2
P25440	BRD2_HUMAN	reviewed	BRD2 KIAA9001 RING3
Q96H22	CENPN_HUMAN	reviewed	CENPN C16orf60 ICEN32 BM-309
Q96LL4	CH048_HUMAN	reviewed	C8orf48
Q96NF6	CH049_HUMAN	reviewed	C8orf49
P47710	CASA1_HUMAN	reviewed	CSN1S1 CASA CSN1
Q9UIR0	BTNL2_HUMAN	reviewed	BTNL2
P09093	CEL3A_HUMAN	reviewed	CELA3A ELA3 ELA3A
Q8N4T4	ARG39_HUMAN	reviewed	ARHGEF39 C9orf100
P27482	CALL3_HUMAN	reviewed	CALML3
Q6P387	CP046_HUMAN	reviewed	C16orf46
P46663	BKRB1_HUMAN	reviewed	BDKRB1 BRADYB1
P30450	1A26_HUMAN	reviewed	HLA-A HLAA
Q8N365	CIART_HUMAN	reviewed	CIART C1orf51
Q9BV10	ALG12_HUMAN	reviewed	ALG12 PP14673
Q07912	ACK1_HUMAN	reviewed	TNK2 ACK1
Q53RE8	ANR39_HUMAN	reviewed	ANKRD39 HSPC200
A2RUR9	C144A_HUMAN	reviewed	CCDC144A KIAA0565
Q96JP9	CDHR1_HUMAN	reviewed	CDHR1 KIAA1775 PCDH21 PRCAD
Q9BRD0	BUD13_HUMAN	reviewed	BUD13
Q8WXI2	CNKR2_HUMAN	reviewed	CNKSR2 CNK2 KIAA0902 KSR2
Q9BYE9	CDHR2_HUMAN	reviewed	CDHR2 PCDH24 PCLKC
Q6VUC0	AP2E_HUMAN	reviewed	TFAP2E
Q9BSJ5	CQ080_HUMAN	reviewed	C17orf80 HLC8 MIG3
Q9UFW8	CGBP1_HUMAN	reviewed	CGGBP1 CGGBP
Q4KMG0	CDON_HUMAN	reviewed	CDON CDO
P17927	CR1_HUMAN	reviewed	CR1 C3BR
P02652	APOA2_HUMAN	reviewed	APOA2
Q6NUI6	CHADL_HUMAN	reviewed	CHADL SLRR4B
P63098	CANB1_HUMAN	reviewed	PPP3R1 CNA2 CNB
P19087	GNAT2_HUMAN	reviewed	GNAT2 GNATC
Q9C0C7	AMRA1_HUMAN	reviewed	AMBRA1 KIAA1736
Q9H8W2	CF155_HUMAN	reviewed	LINC00472 C6orf155
Q86VG3	CK074_HUMAN	reviewed	C11orf74 NWC
Q9NWL6	ASND1_HUMAN	reviewed	ASNSD1 NS3TP1 Nbla00058
Q9UHI8	ATS1_HUMAN	reviewed	ADAMTS1 KIAA1346 METH1
Q6UVW9	CLC2A_HUMAN	reviewed	CLEC2A KACL UNQ5792/PRO19597
P32247	BRS3_HUMAN	reviewed	BRS3
P08319	ADH4_HUMAN	reviewed	ADH4
P50995	ANX11_HUMAN	reviewed	ANXA11 ANX11
Q3KR37	ASTRB_HUMAN	reviewed	GRAMD1B KIAA1201 UNQ3032/PRO9834
Q9UGB4	CT187_HUMAN	reviewed	C20orf187
Q8N5I9	CL045_HUMAN	reviewed	C12orf45
P02655	APOC2_HUMAN	reviewed	APOC2 APC2
P16066	ANPRA_HUMAN	reviewed	NPR1 ANPRA
Q8WYA6	CTBL1_HUMAN	reviewed	CTNNBL1 C20orf33 PP8304
Q06055	AT5G2_HUMAN	reviewed	ATP5MC2 ATP5G2 PSEC0033
P51164	ATP4B_HUMAN	reviewed	ATP4B
P54107	CRIS1_HUMAN	reviewed	CRISP1 AEGL1
Q8NHU0	CT453_HUMAN	reviewed	CT45A3 CT45-3 CT45-4 CT45A4
P0C841	FA66E_HUMAN	reviewed	FAM66E
P32297	ACHA3_HUMAN	reviewed	CHRNA3 NACHRA3
Q8NCU7	C2C4A_HUMAN	reviewed	C2CD4A FAM148A NLF1
Q8IY63	AMOL1_HUMAN	reviewed	AMOTL1
O95741	CPNE6_HUMAN	reviewed	CPNE6
Q8TBE1	CNIH3_HUMAN	reviewed	CNIH3
Q9Y6A2	CP46A_HUMAN	reviewed	CYP46A1 CYP46
B9A014	F243A_HUMAN	reviewed	FAM243A C21orf140
A6NHG4	DDTL_HUMAN	reviewed	DDTL
D6RF30	GOG8K_HUMAN	reviewed	GOLGA8K
Q13619	CUL4A_HUMAN	reviewed	CUL4A
A0A0U1RQF7	DP2NB_HUMAN	reviewed	DPEP2NB
O14772	FPGT_HUMAN	reviewed	FPGT GFPP
P31150	GDIA_HUMAN	reviewed	GDI1 GDIL OPHN2 RABGDIA XAP4
Q9H469	FXL15_HUMAN	reviewed	FBXL15 FBXO37
P51572	BAP31_HUMAN	reviewed	BCAP31 BAP31 DXS1357E
Q96NT0	CC115_HUMAN	reviewed	CCDC115
O43866	CD5L_HUMAN	reviewed	CD5L API6 UNQ203/PRO229
O00116	ADAS_HUMAN	reviewed	AGPS AAG5
O75155	CAND2_HUMAN	reviewed	CAND2 KIAA0667 TIP120B
Q5VV41	ARHGG_HUMAN	reviewed	ARHGEF16 EPHEXIN4 NBR
Q86V35	CABP7_HUMAN	reviewed	CABP7 CALN2
Q8N3C0	ASCC3_HUMAN	reviewed	ASCC3 HELIC1
Q53S99	CB083_HUMAN	reviewed	C2orf83
Q9BXL7	CAR11_HUMAN	reviewed	CARD11 CARMA1
Q9UM73	ALK_HUMAN	reviewed	ALK
Q53H64	AK40L_HUMAN	reviewed	ANKRD40CL C17orf73 LINC00483
Q86SI9	CEI_HUMAN	reviewed	C5orf38 CEI
P35219	CAH8_HUMAN	reviewed	CA8 CALS
Q5TEV5	CA134_HUMAN	reviewed	C1orf134
Q08828	ADCY1_HUMAN	reviewed	ADCY1
Q8N1L9	BATF2_HUMAN	reviewed	BATF2
